iter	Logloss
0	0.6425015839
1	0.6057359688
2	0.5766876484
3	0.5365838413
4	0.4997591522
5	0.4739793587
6	0.4456152281
7	0.4289031305
8	0.4087063117
9	0.390477908
10	0.3777042853
11	0.36785685
12	0.3486578747
13	0.3383542302
14	0.3236594093
15	0.3058328746
16	0.2927684138
17	0.2853575455
18	0.2746205439
19	0.2612262666
20	0.2534242941
21	0.2425852081
22	0.2304985257
23	0.220733215
24	0.214439013
25	0.2075605171
26	0.1995159132
27	0.1924050828
28	0.1860572697
29	0.1802012262
30	0.1744338741
31	0.1698665382
32	0.1656779194
33	0.1606708806
34	0.1565118518
35	0.1532075793
36	0.1504083019
37	0.1468995128
38	0.1451330511
39	0.1420328608
40	0.1395593102
41	0.1386793907
42	0.1356783649
43	0.1329999658
44	0.1304037174
45	0.1284823215
46	0.1267429226
47	0.1252248855
48	0.1242144286
49	0.1223269252
50	0.1207365265
51	0.1177874952
52	0.115710545
53	0.1153661653
54	0.1127356576
55	0.1113714401
56	0.1104323905
57	0.1094459532
58	0.1082598858
59	0.1070014911
60	0.1055832242
61	0.105175703
62	0.1040775115
63	0.1033270074
64	0.1024950029
65	0.1020013333
66	0.1001205488
67	0.09825037998
68	0.09713816141
69	0.09656804014
70	0.09537016981
71	0.09487862888
72	0.09447643064
73	0.09303836043
74	0.09195835663
75	0.09153568471
76	0.09037760567
77	0.08916472272
78	0.08877965939
79	0.08785647211
80	0.08760200883
81	0.0869155696
82	0.08649053469
83	0.08614101624
84	0.0854396624
85	0.08467025055
86	0.08352992001
87	0.08340065224
88	0.08264315926
89	0.08248875679
90	0.0823511528
91	0.08106436237
92	0.08044064364
93	0.07967197804
94	0.0792610292
95	0.07888904607
96	0.07813079658
97	0.07701405923
98	0.07660113306
99	0.07612124638
100	0.07587815813
101	0.07547084255
102	0.07515366424
103	0.07465935825
104	0.07422867628
105	0.07414958627
106	0.07373343417
107	0.07333401512
108	0.07289326214
109	0.07245267942
110	0.07219449945
111	0.07201229113
112	0.07146878179
113	0.07089622002
114	0.07012161858
115	0.06962214123
116	0.06949529753
117	0.06840706897
118	0.06804547118
119	0.06797182332
120	0.06742871423
121	0.0672274053
122	0.06670739295
123	0.0662057092
124	0.06589665103
125	0.06566261561
126	0.06495322689
127	0.06478642392
128	0.06423641277
129	0.06419057076
130	0.06376744889
131	0.06294708042
132	0.0622737606
133	0.061646637
134	0.06119270079
135	0.06104612168
136	0.06079949157
137	0.06055573159
138	0.05981582825
139	0.0594492843
140	0.05852403012
141	0.05828948823
142	0.05799909212
143	0.05769785732
144	0.05740025121
145	0.05684667404
146	0.05648460192
147	0.05616797954
148	0.05605754137
149	0.05597540457
150	0.05570947326
151	0.05539479196
152	0.05502328134
153	0.05457602997
154	0.05389035683
155	0.05349018674
156	0.05281815087
157	0.05244321303
158	0.05225347356
159	0.05178585062
160	0.05159652917
161	0.05118054459
162	0.05082563301
163	0.05008471308
164	0.04986276658
165	0.04954380014
166	0.04912703329
167	0.04879109809
168	0.04856493892
169	0.04815498752
170	0.0480321126
171	0.04789990654
172	0.04785577859
173	0.04764519982
174	0.04734450362
175	0.04726273722
176	0.04671868927
177	0.04669238869
178	0.04655850344
179	0.04568171228
180	0.04549757017
181	0.04540779235
182	0.04523974896
183	0.0446955034
184	0.0443812342
185	0.04421630849
186	0.04415143813
187	0.04392779193
188	0.04374214477
189	0.0433435219
190	0.04327627532
191	0.04321673381
192	0.0427608066
193	0.04257151821
194	0.04213569862
195	0.04164724368
196	0.04130561926
197	0.04095831428
198	0.04063389338
199	0.04028651318
200	0.03997020443
201	0.03986704008
202	0.03978522763
203	0.0396638728
204	0.03944934828
205	0.03936772091
206	0.03909116858
207	0.03864549656
208	0.03845605955
209	0.03838603332
210	0.03818941344
211	0.03801436246
212	0.03789803175
213	0.03781632939
214	0.037760841
215	0.03768429679
216	0.03761006746
217	0.03747429994
218	0.03721271304
219	0.03714209282
220	0.03697851374
221	0.03692826714
222	0.03684689187
223	0.03679510307
224	0.03673898171
225	0.03660680619
226	0.03631336944
227	0.03626065045
228	0.03621899307
229	0.03612306492
230	0.03607614432
231	0.03600833999
232	0.03557746269
233	0.03517798233
234	0.03516184691
235	0.0350882321
236	0.0350290154
237	0.03492015224
238	0.0348860691
239	0.03485479113
240	0.03481430784
241	0.03474417631
242	0.03439814935
243	0.03435961466
244	0.03396809283
245	0.03393812253
246	0.03361571063
247	0.033585333
248	0.03315149325
249	0.03286546936
250	0.03280710718
251	0.03271435324
252	0.03242820513
253	0.03237744112
254	0.03224328827
255	0.03208519327
256	0.03193962711
257	0.03176606955
258	0.03173793684
259	0.03168125864
260	0.03164166178
261	0.03129475021
262	0.03105606016
263	0.03088600002
264	0.03060125188
265	0.03054639851
266	0.03047417432
267	0.03044664495
268	0.03009856499
269	0.03001877979
270	0.02999724576
271	0.02986925738
272	0.02969379361
273	0.02953275554
274	0.02924270315
275	0.02921854242
276	0.02893188419
277	0.02890471063
278	0.02882803991
279	0.02856261712
280	0.02853063621
281	0.02850209185
282	0.0284416785
283	0.02807591271
284	0.02805258074
285	0.02787344588
286	0.02785339615
287	0.02768984511
288	0.02757968137
289	0.02752749596
290	0.02750810724
291	0.02748922659
292	0.0274703163
293	0.02744990188
294	0.0274276175
295	0.02741105424
296	0.02739435924
297	0.02711209968
298	0.02677807366
299	0.02666022468
300	0.02650270749
301	0.02647623824
302	0.02624057903
303	0.02596863916
304	0.02574262086
305	0.02572725859
306	0.02570781972
307	0.02546472463
308	0.02544981708
309	0.02514655253
310	0.02499411667
311	0.02497953074
312	0.02496551647
313	0.0248031402
314	0.02470056368
315	0.02445414645
316	0.02426859115
317	0.02409595604
318	0.02407160498
319	0.02405815599
320	0.02383774371
321	0.0237745099
322	0.0237613864
323	0.0237336332
324	0.02373087064
325	0.02372842127
326	0.02371549697
327	0.02370297065
328	0.02369093394
329	0.02352313831
330	0.02335162646
331	0.02320537786
332	0.02319364338
333	0.02302496611
334	0.02301375451
335	0.02275852811
336	0.02257234553
337	0.02241769256
338	0.02240554461
339	0.02239413836
340	0.02233557674
341	0.0222840961
342	0.02227316851
343	0.02214121955
344	0.02201909408
345	0.02200618939
346	0.02199595243
347	0.02194827556
348	0.02193812932
349	0.02192827712
350	0.02191891953
351	0.02190974566
352	0.02173767491
353	0.02155031666
354	0.02142555718
355	0.02124170227
356	0.02121983659
357	0.02116278663
358	0.02115354119
359	0.02111565087
360	0.02095521659
361	0.02082235863
362	0.02076700814
363	0.02075811782
364	0.0207495972
365	0.02070961764
366	0.02055777464
367	0.02051909339
368	0.02051758584
369	0.02035006921
370	0.0203067021
371	0.02012501939
372	0.01996367794
373	0.01985601166
374	0.01973743466
375	0.0197175005
376	0.01968195014
377	0.01968033364
378	0.01964827979
379	0.01958234816
380	0.01942281924
381	0.019211042
382	0.01910986317
383	0.0190583137
384	0.01894005261
385	0.01893102507
386	0.01891299643
387	0.01880571901
388	0.01879808415
389	0.01876952908
390	0.01876210528
391	0.01863782447
392	0.01862338442
393	0.01861625009
394	0.0186094326
395	0.01860812153
396	0.01854906483
397	0.01854258103
398	0.01853610817
399	0.01837971014
400	0.01815121124
401	0.01808368225
402	0.01803914949
403	0.01783583679
404	0.01762621991
405	0.01761958476
406	0.01761300933
407	0.01747531918
408	0.01746913671
409	0.0174629319
410	0.01743237649
411	0.01737714771
412	0.01724363923
413	0.01710708647
414	0.01708588773
415	0.01707984795
416	0.01707387973
417	0.01705922315
418	0.01705351523
419	0.01699181497
420	0.01688494372
421	0.01673041429
422	0.01662254607
423	0.01653467583
424	0.01648547408
425	0.01637929256
426	0.01637388826
427	0.0163604575
428	0.01627562561
429	0.01623563147
430	0.01623565699
431	0.01623014419
432	0.01617340877
433	0.01611891896
434	0.01606641992
435	0.01591880463
436	0.01586620302
437	0.01578673851
438	0.01564718706
439	0.01560829794
440	0.01549681149
441	0.01546003349
442	0.01545426768
443	0.01538171868
444	0.01525274745
445	0.01520342581
446	0.01511980425
447	0.01504519109
448	0.01500272979
449	0.0149539953
450	0.01488396862
451	0.01483667467
452	0.01475430447
453	0.0147493656
454	0.01474449967
455	0.01463553007
456	0.01457023712
457	0.01450567264
458	0.01437917904
459	0.01434119938
460	0.01429763396
461	0.01425392678
462	0.01419085344
463	0.01418605361
464	0.01418106779
465	0.01417639743
466	0.01417637646
467	0.01406692775
468	0.0140249287
469	0.01398972799
470	0.01398102275
471	0.01397660084
472	0.01393706666
473	0.013919937
474	0.01391548089
475	0.01384254122
476	0.0137109018
477	0.01370644843
478	0.01370206663
479	0.0136253036
480	0.01358484857
481	0.01356893425
482	0.01356447176
483	0.01356035026
484	0.01354460734
485	0.01352937773
486	0.01352523618
487	0.01343420632
488	0.01339802778
489	0.01328523346
490	0.01318370407
491	0.01317956115
492	0.01317960628
493	0.01317537218
494	0.01312227504
495	0.01302393581
496	0.01300990878
497	0.01300619255
498	0.01296405355
499	0.01295064284
500	0.01293440394
501	0.01284924611
502	0.01284559188
503	0.01277740143
504	0.01276180302
505	0.01275355638
506	0.01274981417
507	0.01274887918
508	0.01273267493
509	0.01271966812
510	0.01263221363
511	0.01255354644
512	0.01245627029
513	0.01242241531
514	0.01234017823
515	0.01228928156
516	0.0122886014
517	0.01228114661
518	0.01227743174
519	0.0122774363
520	0.01227392521
521	0.01227047749
522	0.01226987346
523	0.01226262791
524	0.01225924264
525	0.012255949
526	0.0122528222
527	0.0121661509
528	0.01213369999
529	0.01211923395
530	0.01204181082
531	0.01201063634
532	0.01199899075
533	0.01195739788
534	0.01189842324
535	0.01189521713
536	0.01189206526
537	0.01188896491
538	0.01178792102
539	0.01172274385
540	0.01169307464
541	0.01168188356
542	0.01167865511
543	0.01161779956
544	0.0115682281
545	0.01153993014
546	0.01152507343
547	0.01145919468
548	0.01143203593
549	0.01142883711
550	0.01142528773
551	0.01138703363
552	0.01137668772
553	0.01137076464
554	0.01135042156
555	0.01134084698
556	0.01133784236
557	0.01130443914
558	0.01130136067
559	0.01129903848
560	0.01124635572
561	0.01124370166
562	0.01124067926
563	0.01123783329
564	0.01118331885
565	0.01118334119
566	0.01117158985
567	0.01117153104
568	0.01116607659
569	0.01110820105
570	0.01106619288
571	0.01105750906
572	0.0110547807
573	0.0110520341
574	0.01104932351
575	0.01104011408
576	0.01096508973
577	0.01095042083
578	0.01094780962
579	0.0109451159
580	0.01092010748
581	0.01083350136
582	0.01077213069
583	0.01074785712
584	0.01070963584
585	0.01070217785
586	0.01069959263
587	0.01064356426
588	0.01059670567
589	0.01059423578
590	0.01057713437
591	0.01057712754
592	0.01052583153
593	0.01051766923
594	0.01051517791
595	0.01051284068
596	0.01046857734
597	0.01046072411
598	0.01045836363
599	0.01045490816
600	0.01044747798
601	0.01044512661
602	0.01040241732
603	0.01036424436
604	0.01030880543
605	0.01029471868
606	0.01024040483
607	0.0102331187
608	0.01022884358
609	0.01022644526
610	0.0101857199
611	0.01014777351
612	0.01014544859
613	0.01012844292
614	0.01011550814
615	0.01006506415
616	0.01006502722
617	0.01005837749
618	0.01004579783
619	0.01000387582
620	0.009961277759
621	0.00995879465
622	0.009958765019
623	0.009956402259
624	0.009956373995
625	0.009937510664
626	0.00990037754
627	0.009847702989
628	0.009808192062
629	0.009805950106
630	0.009756448848
631	0.009753980327
632	0.009753143354
633	0.009753108253
634	0.00975076008
635	0.009748758823
636	0.009727302518
637	0.009692763279
638	0.00967656358
639	0.009667812296
640	0.009665520652
641	0.009659174068
642	0.00965069129
643	0.009642681702
644	0.009594850285
